"Spectral_Metric","Plant_Metric","Correlation","p_val","Structural_Group","R_squared","Significance"
"sum_squares","FD_RaoQ_m1_TopDown",0.543005307482795,0.634572683935843,"High Stem Density",0.294854763954485,"ns"
"Beta_dispersion","FD_RaoQ_m1_TopDown",-0.490813102447667,0.673399572680425,"High Stem Density",0.240897501534304,"ns"
"Beta_avg_pairwise","FD_RaoQ_m1_TopDown",-0.370903690081022,0.758095989055214,"High Stem Density",0.137569547315719,"ns"
"beta_agg_sum_squares","FD_RaoQ_m1_TopDown",0.358324607322478,0.766696221988728,"High Stem Density",0.128396524212808,"ns"
"beta_agg_dispersion","FD_RaoQ_m1_TopDown",-0.65028970655012,0.549295021471542,"High Stem Density",0.422876702445041,"ns"
"Beta_agg_avg_pairwise","FD_RaoQ_m1_TopDown",-0.553775426589989,0.626373215937575,"High Stem Density",0.306667223094924,"ns"
"sum_squares","FD_Beta_Dispersion_m1_TopDown",-0.753060792060045,0.457153185126553,"High Stem Density",0.567100556538102,"ns"
"Beta_dispersion","FD_Beta_Dispersion_m1_TopDown",0.232194125207739,0.850819071489715,"High Stem Density",0.0539141117809872,"ns"
"Beta_avg_pairwise","FD_Beta_Dispersion_m1_TopDown",0.101118912965799,0.935515487864505,"High Stem Density",0.0102250345593848,"ns"
"beta_agg_sum_squares","FD_Beta_Dispersion_m1_TopDown",-0.601328375820695,0.589276723179438,"High Stem Density",0.361595815567155,"ns"
"beta_agg_dispersion","FD_Beta_Dispersion_m1_TopDown",0.416212445368753,0.726714520280832,"High Stem Density",0.173232799679837,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Dispersion_m1_TopDown",0.3033455464146,0.803792714746865,"High Stem Density",0.092018520529572,"ns"
"sum_squares","FD_Beta_Turnover_m1_TopDown",-0.843392412233614,0.361109966045299,"High Stem Density",0.711310761013234,"ns"
"Beta_dispersion","FD_Beta_Turnover_m1_TopDown",0.0833716317690473,0.946862290570969,"High Stem Density",0.00695082898383361,"ns"
"Beta_avg_pairwise","FD_Beta_Turnover_m1_TopDown",-0.0495520001736823,0.968441293054242,"High Stem Density",0.00245540072121261,"ns"
"beta_agg_sum_squares","FD_Beta_Turnover_m1_TopDown",-0.71458238603305,0.493233504098184,"High Stem Density",0.510627986428687,"ns"
"beta_agg_dispersion","FD_Beta_Turnover_m1_TopDown",0.274828656246249,0.822757739362086,"High Stem Density",0.0755307902941188,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Turnover_m1_TopDown",0.156689001488976,0.899835933828119,"High Stem Density",0.0245514431876124,"ns"
"sum_squares","FD_FDis_m2_TopDown",0.439704819321187,0.710166122571704,"High Stem Density",0.193340328134278,"ns"
"Beta_dispersion","FD_FDis_m2_TopDown",-0.590569723472629,0.597806134044565,"High Stem Density",0.348772598282538,"ns"
"Beta_avg_pairwise","FD_FDis_m2_TopDown",-0.478305201835916,0.682502550419354,"High Stem Density",0.228775866103296,"ns"
"beta_agg_sum_squares","FD_FDis_m2_TopDown",0.245204689222937,0.842289660624589,"High Stem Density",0.0601253396169169,"ns"
"beta_agg_dispersion","FD_FDis_m2_TopDown",-0.735705428496033,0.473701582835681,"High Stem Density",0.541262477518531,"ns"
"Beta_agg_avg_pairwise","FD_FDis_m2_TopDown",-0.64851616191675,0.550779777301714,"High Stem Density",0.420573212267233,"ns"
"sum_squares","FD_RaoQ_m2_TopDown",0.106667228899312,0.931964097059264,"High Stem Density",0.0113778977210582,"ns"
"Beta_dispersion","FD_RaoQ_m2_TopDown",-0.830588761651605,0.376008159557004,"High Stem Density",0.689877690981946,"ns"
"Beta_avg_pairwise","FD_RaoQ_m2_TopDown",-0.749378706590712,0.460704575931793,"High Stem Density",0.561568445891569,"ns"
"beta_agg_sum_squares","FD_RaoQ_m2_TopDown",-0.100498675784734,0.935912364887851,"High Stem Density",0.0100999838344851,"ns"
"beta_agg_dispersion","FD_RaoQ_m2_TopDown",-0.922731111203058,0.251903608348121,"High Stem Density",0.85143270358203,"ns"
"Beta_agg_avg_pairwise","FD_RaoQ_m2_TopDown",-0.869422829996253,0.328981802814153,"High Stem Density",0.755896057318694,"ns"
"sum_squares","FD_Beta_Dispersion_m2_TopDown",-0.742933023967751,0.466868142040118,"High Stem Density",0.551949478101867,"ns"
"Beta_dispersion","FD_Beta_Dispersion_m2_TopDown",-0.938104534477179,0.225159601343614,"High Stem Density",0.880040117606645,"ns"
"Beta_avg_pairwise","FD_Beta_Dispersion_m2_TopDown",-0.975757789334548,0.140463184968825,"High Stem Density",0.952103263447044,"ns"
"beta_agg_sum_squares","FD_Beta_Dispersion_m2_TopDown",-0.864914867365517,0.334744603987233,"High Stem Density",0.748077727789909,"ns"
"beta_agg_dispersion","FD_Beta_Dispersion_m2_TopDown",-0.853243533214746,0.349264152552497,"High Stem Density",0.728024526972783,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Dispersion_m2_TopDown",-0.90998489180826,0.272185958086464,"High Stem Density",0.82807250331929,"ns"
"sum_squares","FD_Beta_Turnover_m2_TopDown",-0.953762323638778,0.194348363177218,"High Stem Density",0.909662569992842,"ns"
"Beta_dispersion","FD_Beta_Turnover_m2_TopDown",-0.709679638116147,0.497679380206514,"High Stem Density",0.503645188756666,"ns"
"Beta_avg_pairwise","FD_Beta_Turnover_m2_TopDown",-0.796862544015395,0.412982963831725,"High Stem Density",0.634989914054687,"ns"
"beta_agg_sum_squares","FD_Beta_Turnover_m2_TopDown",-0.995227000993231,0.0622248251243338,"High Stem Density",0.990476783505981,"ns"
"beta_agg_dispersion","FD_Beta_Turnover_m2_TopDown",-0.559763534742223,0.621783931415397,"High Stem Density",0.313335214827108,"ns"
"Beta_agg_avg_pairwise","FD_Beta_Turnover_m2_TopDown",-0.655749212772118,0.544705736949365,"High Stem Density",0.430007030051253,"ns"
