"taxonID","scientificName","LMA_gm2","N_pct","C_pct","d13C","d15N","chlorophyll_mgg","carotenoids_mgg","lignin_pct","cellulose_pct","EWT_g_cm2","n_sites","n_samples"
"ULAL","Ulmus alata Michx.",81.6875,2.10875,46.4925,-27.325,-1.9,3.93977367873536,0.819377984338106,15.1775,15.34625,9.12341794634091e-05,2,8
"ULAM","Ulmus americana L.",53.995,2.40525,45.604,-28.935,-0.7675,4.2205156792924,0.730390368582136,13.103,17.551,9.70937255184099e-05,6,20
"ULCR","Ulmus crassifolia Nutt.",106.816666666667,1.82666666666667,44.7683333333333,-28.3333333333333,-2.2,2.3621847839297,0.516781105275052,10.615,15.2566666666667,0.000107776151819563,1,6
"ULMUS","Ulmus sp.",69.8333333333333,2.495,46.3033333333333,-28.3333333333333,-1.31666666666667,2.11012907680194,0.475239026562126,8.80833333333333,13.0416666666667,0.000112959509203989,3,6
"ULRU","Ulmus rubra Muhl.",59.4,2.33,44.23,-26.7,-2.8,1.98723064644852,0.352753391859537,4.24,13.59,0.000109732089360609,1,1
"VAAR","Vaccinium arboreum Marshall",84.48,1.382,51.799,-30.72,0.44,0.910016491644116,0.16468047912399,20.986,14.976,0.000130728185092597,3,7
"VACO9","Vachellia constricta (Benth.) Seigler & Ebinger",146.86,3.437,48.08,-27.02,1.21,2.89507842434674,0.794533184323523,5.456,8.14,0.00015166210906329,1,5
"VAMY3","Vaccinium myrsinites Lam.",83.3,1.04,53.28,-31.7,-1.8,0.671312427409988,0.0929152148664344,19.49,15.52,8.48923437841707e-05,1,2
"VAPA","Vaccinium parvifolium Sm.",42.8,2.055,49.55,-32,-3.7,9.68937823049282,1.72844772736913,9.14,12.34,6.90365147242678e-05,2,2
"VIRO3","Vitis rotundifolia Michx.",68.675,1.69,47.905,-28.8,-3.25,3.30801240480291,0.607347442078559,14.95,15.8775,9.57267237583615e-05,3,5
"VITIS","Vitis sp.",46.74,2.898,45.85,-29.2,-1.2,4.40581395382149,0.57581865375827,13.146,15.898,0.000115645016763505,1,5
"YUEL","Yucca elata (Engelm.) Engelm.",521.85,1.776,48.634,-24.17,1.85,1.03882705328579,0.250717676309712,9.113,31.942,0.000578101079857098,1,10
"ZIOB","Ziziphus obtusifolia (Hook. ex Torr. & A. Gray) A. Gray",110.1,3.81,52.32,-25.8,2.8,3.44162436548223,0.865482233502538,4.7,5.36,9.99441935974836e-05,1,1
